2026-09-09 00:00:00.010 | INFO     | stock_bot.live.runner:_is_trading_day:607 - 거래일 판정 2026-09-09 → 거래일 (출처: exchange_calendars)
2026-09-09 00:00:00.038 | DEBUG    | stock_bot.live.runner:_send_cost_report:546 - claude_code 백엔드 — API 비용 리포트 생략
2026-09-09 00:00:00.387 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 0 news items for 034020
2026-09-09 00:00:00.388 | DEBUG    | stock_bot.live.runner:_news_tick:774 - news 034020 new=0/0 (모두 중복)
2026-09-09 00:00:00.627 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 4 → 1 (제외 3건) [241560]
2026-09-09 00:00:00.627 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 241560
2026-09-09 00:00:00.633 | DEBUG    | stock_bot.live.runner:_news_tick:774 - news 241560 new=0/1 (모두 중복)
2026-09-09 00:00:00.849 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 3 → 1 (제외 2건) [123330]
2026-09-09 00:00:00.850 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 123330
2026-09-09 00:00:00.854 | DEBUG    | stock_bot.live.runner:_news_tick:774 - news 123330 new=0/1 (모두 중복)
2026-09-09 00:05:00.964 | DEBUG    | stock_bot.live.backup:_export_logs:182 - backup: bot 로그 2026-09-08 추출 229KB
2026-09-09 00:05:06.785 | DEBUG    | stock_bot.live.backup:_export_logs:182 - backup: web 로그 2026-09-08 추출 7037KB
2026-09-09 00:05:06.900 | DEBUG    | stock_bot.live.backup:_export_logs:182 - backup: leader 로그 2026-09-08 추출 49KB
2026-09-09 00:05:09.919 | DEBUG    | stock_bot.live.backup:_git_push:286 - backup: origin 정렬됨(behind=0) → reset 생략, 바로 push
2026-09-09 00:05:14.315 | INFO     | stock_bot.live.backup:run_backup:365 - backup 완료: trades=60 reviews=32 news=4 log=7316KB → git push
