2026-08-19 00:00:00.014 | INFO     | stock_bot.live.runner:_is_trading_day:593 - 거래일 판정 2026-08-19 → 거래일 (출처: exchange_calendars)
2026-08-19 00:00:00.058 | DEBUG    | stock_bot.live.runner:_send_cost_report:532 - claude_code 백엔드 — API 비용 리포트 생략
2026-08-19 00:00:00.920 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 12 → 1 (제외 11건) [034020]
2026-08-19 00:00:00.920 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 034020
2026-08-19 00:00:00.930 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 034020 new=0/1 (모두 중복)
2026-08-19 00:00:01.308 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 4 → 1 (제외 3건) [241560]
2026-08-19 00:00:01.309 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 241560
2026-08-19 00:00:01.316 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 241560 new=0/1 (모두 중복)
2026-08-19 00:00:01.531 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 123330
2026-08-19 00:00:01.537 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 123330 new=0/1 (모두 중복)
2026-08-19 00:05:00.843 | DEBUG    | stock_bot.live.backup:_export_logs:182 - backup: bot 로그 2026-08-18 추출 243KB
2026-08-19 00:05:08.970 | DEBUG    | stock_bot.live.backup:_export_logs:182 - backup: web 로그 2026-08-18 추출 2769KB
2026-08-19 00:05:09.029 | DEBUG    | stock_bot.live.backup:_export_logs:182 - backup: leader 로그 2026-08-18 추출 32KB
2026-08-19 00:05:13.535 | DEBUG    | stock_bot.live.backup:_git_push:265 - backup: origin 정렬됨(behind=0) → reset 생략, 바로 push
2026-08-19 00:05:17.583 | INFO     | stock_bot.live.backup:run_backup:344 - backup 완료: trades=17 reviews=6 news=0 log=3045KB → git push
2026-08-19 01:00:00.904 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 13 → 1 (제외 12건) [034020]
2026-08-19 01:00:00.905 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 034020
2026-08-19 01:00:00.914 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 034020 new=0/1 (모두 중복)
2026-08-19 01:00:01.220 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 4 → 1 (제외 3건) [241560]
2026-08-19 01:00:01.221 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 241560
2026-08-19 01:00:01.226 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 241560 new=0/1 (모두 중복)
2026-08-19 01:00:01.435 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 123330
2026-08-19 01:00:01.440 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 123330 new=0/1 (모두 중복)
2026-08-19 01:25:15.738 | INFO     | stock_bot.notify.metrics:start_metrics_server:30 - metrics server on :9100
2026-08-19 01:25:15.784 | INFO     | stock_bot.live.runner:_start_env_watcher:1738 - env watcher started (1s poll, scope=스톡봇)
2026-08-19 01:25:20.064 | INFO     | stock_bot.live.runner:run_live:1759 - live runner started, mode=모의투자 interval=5min
2026-08-19 01:25:20.079 | INFO     | stock_bot.live.runner:run_live:1825 - news crawl: 5min intraday (critical→instant tick), 60min off-hours (llm=True)
2026-08-19 01:25:20.081 | INFO     | stock_bot.live.runner:run_live:1842 - daily review scheduled: mon-fri 15:35 KST
2026-08-19 01:25:20.083 | INFO     | stock_bot.live.runner:run_live:1852 - cost report scheduled: daily 00:00 KST
2026-08-19 01:25:20.085 | INFO     | stock_bot.live.runner:run_live:1862 - daily backup scheduled: daily 00:05 KST
2026-08-19 01:26:10.741 | INFO     | stock_bot.live.runner:_is_trading_day:593 - 거래일 판정 2026-08-19 → 거래일 (출처: exchange_calendars)
2026-08-19 01:26:12.046 | INFO     | stock_bot.news.crawler:fetch_naver_news:165 - news relevance filter: 13 → 1 (제외 12건) [034020]
2026-08-19 01:26:12.048 | INFO     | stock_bot.news.crawler:fetch_naver_news:170 - fetched 1 news items for 034020
2026-08-19 01:26:12.115 | DEBUG    | stock_bot.live.runner:_news_tick:760 - news 034020 new=0/1 (모두 중복)
