2026-07-24 09:00:35.118 | INFO     | stock_bot.live.runner:_is_trading_day:506 - 거래일 판정 2026-07-24 → 거래일 (출처: exchange_calendars)
2026-07-24 09:30:05.115 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-24 09:39:59.462 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-24 09:40:00.008 | INFO     | stock_bot.live.leader_trader:tick:179 - leader_trader: 2026-07-24 picks 미생성 — 선별 대기
2026-07-24 09:49:59.513 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-24 10:00:03.393 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-24 10:10:09.215 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:08] 선별 완료 — 오늘 스케줄 종료 (exit=0) 　　HD현대에너지솔루션(+7.2%), 한화솔루션(+5.2%), SK이터닉스(+3.1%)
2026-07-24 10:11:00.012 | INFO     | stock_bot.live.leader_trader:_load_day:130 - leader_trader: 2026-07-24 바스켓 HD현대에너지솔루션(322000), 한화솔루션(009830) (선별 10:09, 60%룰 기준 +4.3%)
2026-07-24 10:12:01.110 | INFO     | stock_bot.live.leader_trader:_check_signal:315 - leader_trader: 322000 관망 — 확정봉 1009 · 전고 188,400 / floor 178,980 — 스윙저점 미형성 (확정봉 저가 183,400)
2026-07-24 10:12:03.076 | INFO     | stock_bot.live.leader_trader:_scan_entries:247 - leader_trader: 009830 미진입 — 스윙저점 30,400 확정, 회복확인 미충족 (종가 31,550 ≤ 직전고가 31,600) — 다음 봉 재평가
2026-07-24 10:15:03.461 | INFO     | stock_bot.live.leader_trader:_check_signal:315 - leader_trader: 322000 관망 — 확정봉 1012 · 전고 188,400 / floor 178,980 — 스윙저점 미형성 (확정봉 저가 186,300)
2026-07-24 10:15:07.388 | INFO     | stock_bot.live.leader_trader:_check_signal:315 - leader_trader: 009830 관망 — 확정봉 1012 · 전고 31,600 / floor 30,020 — 스윙저점 미형성 (확정봉 저가 30,900)
2026-07-24 10:18:03.018 | INFO     | stock_bot.live.leader_trader:_check_signal:315 - leader_trader: 322000 관망 — 확정봉 1015 · 전고 188,400 / floor 178,980 — 스윙저점 미형성 (확정봉 저가 186,400)
2026-07-24 10:18:08.919 | INFO     | stock_bot.live.leader_trader:_check_signal:315 - leader_trader: 009830 관망 — 확정봉 1015 · 전고 31,600 / floor 30,020 — 스윙저점 미형성 (확정봉 저가 30,950)
