2026-07-03 01:01:38.668 | INFO     | stock_bot.live.runner:_start_env_watcher:1485 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 01:01:39.908 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 01:01:39.911 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 01:01:39.913 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 01:15:39.079 | INFO     | stock_bot.live.runner:_start_env_watcher:1487 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 01:15:40.692 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 01:15:40.696 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 01:15:40.699 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 01:17:46.443 | INFO     | stock_bot.live.runner:_start_env_watcher:1487 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 01:17:47.659 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 01:17:47.663 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 01:17:47.665 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 01:25:38.852 | INFO     | stock_bot.live.runner:_start_env_watcher:1489 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 01:25:40.083 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 01:25:40.087 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 01:25:40.089 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 09:08:38.800 | INFO     | stock_bot.live.runner:_start_env_watcher:1489 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 09:08:40.148 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 09:08:40.152 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 09:08:40.154 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 09:12:41.728 | INFO     | stock_bot.live.runner:_start_env_watcher:1489 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 09:12:42.855 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 09:12:42.858 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 09:12:42.861 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 09:16:42.539 | INFO     | stock_bot.live.runner:_start_env_watcher:1489 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 09:16:43.847 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-03 09:16:43.852 | INFO     | stock_bot.live.leader_runner:run_leader:100 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-03 09:16:43.855 | INFO     | stock_bot.live.leader_runner:run_leader:123 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-03 09:19:09.096 | INFO     | stock_bot.live.runner:_is_trading_day:482 - 거래일 판정 2026-07-03 → 거래일 (출처: exchange_calendars)
2026-07-03 09:22:57.154 | INFO     | stock_bot.live.runner:_start_env_watcher:1489 - env watcher started (1s poll, scope=대장주봇)
2026-07-03 09:22:58.466 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
