2026-07-23 07:53:56.161 | INFO     | stock_bot.live.runner:_start_env_watcher:1529 - env watcher started (1s poll, scope=대장주봇)
2026-07-23 07:53:57.551 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-23 07:53:57.554 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-23 07:53:57.557 | INFO     | stock_bot.live.leader_runner:run_leader:128 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-23 09:00:39.304 | INFO     | stock_bot.live.runner:_is_trading_day:506 - 거래일 판정 2026-07-23 → 거래일 (출처: exchange_calendars)
2026-07-23 09:20:05.964 | INFO     | stock_bot.live.runner:_reload_env_if_changed:430 - .env 변경 감지, 핫리로드[대장주봇]: trade_symbols: 006360,013580 → 078930,010950
2026-07-23 09:30:15.328 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 09:40:00.007 | INFO     | stock_bot.live.leader_trader:tick:179 - leader_trader: 2026-07-23 picks 미생성 — 선별 대기
2026-07-23 09:40:09.120 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 09:50:01.498 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 10:00:02.472 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 10:10:10.472 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:08] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 10:20:08.479 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:18] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 10:30:04.312 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 10:40:09.579 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 10:50:03.152 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 11:00:08.450 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 11:10:00.981 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:08] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 11:20:09.007 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:18] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 11:30:05.587 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 11:40:02.907 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-23 11:50:08.955 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:48] 선별 완료 — 오늘 스케줄 종료 (exit=0) 　　다날(+19.6%), NAVER(+8.9%), NHN KCP(+7.1%)
2026-07-23 11:51:00.013 | INFO     | stock_bot.live.leader_trader:_load_day:130 - leader_trader: 2026-07-23 바스켓 다날(064260) (선별 11:49, 60%룰 기준 +11.8%)
2026-07-23 11:54:01.125 | INFO     | stock_bot.live.leader_trader:_check_signal:311 - leader_trader: 064260 관망 — 확정봉 1151 · 전고 5,100 / floor 4,845 — 스윙저점 미형성 (확정봉 저가 4,705)
2026-07-23 11:57:03.395 | INFO     | stock_bot.live.leader_trader:_check_signal:311 - leader_trader: 064260 관망 — 확정봉 1154 · 전고 5,100 / floor 4,845 — 스윙저점 후보 4,665 < floor 4,845 (눌림 과다)
2026-07-23 12:00:02.095 | INFO     | stock_bot.live.leader_trader:_check_signal:311 - leader_trader: 064260 관망 — 확정봉 1157 · 전고 5,100 / floor 4,845 — 스윙저점 미형성 (확정봉 저가 4,770)
2026-07-23 12:03:02.076 | INFO     | stock_bot.live.leader_trader:_check_signal:311 - leader_trader: 064260 관망 — 확정봉 1200 · 전고 5,100 / floor 4,845 — 스윙저점 미형성 (확정봉 저가 4,785)
