2026-07-10 09:08:30.038 | INFO     | stock_bot.live.runner:_is_trading_day:498 - 거래일 판정 2026-07-10 → 거래일 (출처: exchange_calendars)
2026-07-10 09:30:07.846 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-10 09:40:04.647 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-10 09:50:07.647 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:48] 선별 완료 — 오늘 스케줄 종료 (exit=0) 　　대우건설(+10.5%), GS건설(+8.6%), 두산에너빌리티(+7.2%)
2026-07-10 16:54:43.925 | INFO     | stock_bot.live.runner:_start_env_watcher:1516 - env watcher started (1s poll, scope=대장주봇)
2026-07-10 16:54:45.329 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-10 16:54:45.333 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-10 16:54:45.336 | INFO     | stock_bot.live.leader_runner:run_leader:127 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-10 16:58:58.469 | INFO     | stock_bot.live.runner:_start_env_watcher:1524 - env watcher started (1s poll, scope=대장주봇)
2026-07-10 16:58:59.777 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-10 16:58:59.784 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-10 16:58:59.786 | INFO     | stock_bot.live.leader_runner:run_leader:127 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-10 21:11:42.574 | INFO     | stock_bot.live.runner:_start_env_watcher:1524 - env watcher started (1s poll, scope=대장주봇)
2026-07-10 21:11:43.671 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-10 21:11:43.674 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-10 21:11:43.677 | INFO     | stock_bot.live.leader_runner:run_leader:127 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-10 21:15:38.946 | INFO     | stock_bot.live.runner:_start_env_watcher:1524 - env watcher started (1s poll, scope=대장주봇)
2026-07-10 21:15:40.132 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-10 21:15:40.135 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-10 21:15:40.138 | INFO     | stock_bot.live.leader_runner:run_leader:127 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
2026-07-10 21:24:35.810 | INFO     | stock_bot.live.runner:_start_env_watcher:1524 - env watcher started (1s poll, scope=대장주봇)
2026-07-10 21:24:36.821 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-10 21:24:36.824 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-10 21:24:36.826 | INFO     | stock_bot.live.leader_runner:run_leader:127 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
