2026-07-08 09:09:02.330 | INFO     | stock_bot.live.runner:_is_trading_day:498 - 거래일 판정 2026-07-08 → 거래일 (출처: exchange_calendars)
2026-07-08 09:30:06.991 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 09:40:01.288 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 09:50:02.668 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 09:59:58.974 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [09:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 10:10:00.149 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:08] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 10:20:06.814 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:18] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 10:30:01.614 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 10:40:08.257 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 10:50:07.441 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:00:03.872 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [10:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:10:01.098 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:08] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:19:59.647 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:18] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:29:59.237 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:39:58.556 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:50:01.985 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 11:59:57.784 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [11:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 12:09:57.673 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [12:08] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 12:19:58.132 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [12:18] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 12:29:57.276 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [12:28] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 12:40:04.950 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [12:38] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 12:49:56.973 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [12:48] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 12:59:57.309 | INFO     | stock_bot.live.leader_runner:_leader_pick_tick:83 - leader pick [12:58] 미선별 — 10분 후 재시도 (exit=0) ⚠️ 조건 충족 대장주 없음
2026-07-08 16:12:40.759 | INFO     | stock_bot.live.runner:_start_env_watcher:1516 - env watcher started (1s poll, scope=대장주봇)
2026-07-08 16:12:42.112 | INFO     | stock_bot.live.leader_runner:run_leader:49 - leader runner started (trade_enabled=False, budget=5,000,000)
2026-07-08 16:12:42.115 | INFO     | stock_bot.live.leader_runner:run_leader:104 - leader pick scheduled: mon-fri 9:28:30 → 10min retry until 13:00 (theme mode)
2026-07-08 16:12:42.118 | INFO     | stock_bot.live.leader_runner:run_leader:127 - leader trade scheduled: mon-fri 9-15 every minute (enabled=False)
