id,symbol,published_at,publisher,sentiment_score,sentiment_method,is_critical,weight,title
3928,005930,2026-05-09 00:00,JTBC,0.21,llm,0,1.0,"김용범 ""반도체 호황에 세수 역사적 규모…예산 방향 바뀔 것"""
3931,005930,2026-05-09 00:01,더팩트,0.0,llm,0,1.0,"[주간사모펀드] 센트로이드PE, 더피플라이프 품고 시니어 산업 본격 진..."
3932,005930,2026-05-09 00:01,더팩트,0.21,llm,0,1.0,접는폰 시장 지각변동 올까…'갤Z폴드와이드·아이폰폴드' 출격 대기
3933,005930,2026-05-09 00:01,더팩트,-0.21,llm,0,1.0,반도체 슈퍼호황에도…낙수효과는 이제 옛말?
3930,005930,2026-05-09 00:02,중앙SUNDAY,0.0,llm,0,1.0,"애널리스트 빗나간 삼성전자 실적, 폴리마켓은 맞혔다"
3929,005930,2026-05-09 00:05,서울경제,-0.7,llm,0,1.0,"[사설] 양대 노총, 사회문제 된 삼전 파업에 계속 모르쇠할 건가"
3926,005930,2026-05-09 00:46,조선일보,-0.3,llm,0,1.0,"“반도체 장비 살 돈 댈게, 우리한테 메모리 팔아라”"
3927,005930,2026-05-09 00:46,조선일보,-0.21,llm,0,1.0,외국인 이틀간 12兆 순매도… 코스피 그래도 사상 최고
3925,005930,2026-05-09 00:54,조선일보,0.3,llm,0,1.0,"‘영업이익의 N%’ 요구 확산되나… 기업들, 성과급 인플레 공포"
3935,005930,2026-05-09 01:43,동아일보,-0.3,llm,0,1.0,"삼성전자 노조 잇단 균열… 2대 노조, 1대 노조에 사과 요구"
3934,005930,2026-05-09 02:21,뉴스1,-0.21,llm,0,1.0,"애플, 인텔에 일부 칩 생산 맡긴다…트럼프 행정부가 중재"
3937,005930,2026-05-09 05:01,노컷뉴스,0.0,llm,0,1.0,"설명할 시간이 없어, 어서 타…코스피 신고점 대응법[계좌부활전]"
3938,005930,2026-05-09 05:01,파이낸셜뉴스,0.21,llm,0,1.0,"""삼성전자 26만원인데, 불타기?""…파란불 뜨자 추가매수 나선 개미들...."
3936,005930,2026-05-09 05:58,세계일보,-0.3,llm,0,1.0,제2노조도 등돌렸다… 반도체 이기주의에 반발한 삼성노조 내홍 폭발
3941,005930,2026-05-09 06:12,KBS,0.0,llm,0,1.0,"삼성전자 노사, 다시 대화 테이블로…‘사후조정’ 돌입"
3939,005930,2026-05-09 06:21,SBS,-0.3,llm,0,1.0,"삼성 노조, 다음 주 '사후조정'…노노 갈등은 '최고조'"
3940,005930,2026-05-09 07:30,머니투데이,-0.3,llm,0,1.0,돈 되는 삼전닉스 투자하고 파격 소득공제…국민성장펀드 주의점은?
3943,005930,2026-05-09 08:38,한경비즈니스,0.21,llm,0,1.0,"'삼성 총파업' 정부 개입에 숨 고르기···노조 ""결과 불만족 시 총파..."
3942,005930,2026-05-09 08:43,아시아경제,-0.7,llm,0,1.0,"""6월 전에 사세요"" 증권가 매수 추천 종목은[주末머니]"
3956,005930,2026-05-09 09:00,이코노미스트,0.0,llm,0,1.0,오픈 첫날부터 북적… ‘고덕국제신도시 수자인풍경채’ 견본주택에...
3957,005930,2026-05-09 09:00,머니투데이,0.21,llm,0,1.0,"""아직도 싸"" 50만전자·300만닉스 전망…반도체 내년까지 쭉 간다"
3958,005930,2026-05-09 09:00,뉴시스,-0.3,llm,0,1.0,"법조계 ""성과급, 근로조건 아냐""…쟁의 정당성, '가처분 최대 쟁점'으..."
3955,005930,2026-05-09 09:01,한국경제,0.0,llm,0,1.0,"""코스피 상승률 두 배 벌었다""…수익률 '318%' 터진 비결 [투자톡..."
3954,005930,2026-05-09 09:02,세계일보,-0.3,llm,0,1.0,“정규직은 공부 많이 한 분들” 삼성전자 지부위원장 발언 설왕설래
3953,005930,2026-05-09 09:08,이데일리,0.0,llm,0,1.0,"[VC’s Pick]반도체 뜨자 수처리도 관심…‘지앤지인텍’, 투자 유..."
3952,005930,2026-05-09 09:13,이코노미스트,0.7,llm,0,1.0,"“내년 삼성전자 이익, 日 시총 톱100 넘는다”…골드만 분석 화제"
3951,005930,2026-05-09 09:29,서울경제,0.0,llm,0,1.0,"세대별 투자 성향 갈려…10대는 美 ETF, 50대 이상은 조선·방산 ..."
3948,005930,2026-05-09 09:30,서울경제,0.0,llm,0,1.0,트럼프 “휴전 유효”…이란 핵·제재 합의 협상은 지속
3949,005930,2026-05-09 09:30,서울경제,0.0,llm,0,1.0,"현대차그룹, 노무총괄 사장급 격상…최준영 기아 사장 발탁"
3950,005930,2026-05-09 09:30,머니투데이,0.21,llm,0,1.0,퇴직연금 계좌에도 담는다…삼전·하닉 혼합형 ETF '와르르'
3947,005930,2026-05-09 09:31,서울경제,0.0,llm,0,1.0,코스피 시총 6143조…전국 아파트 시총과 나란히
3945,005930,2026-05-09 09:32,서울경제,-0.3,llm,0,1.0,삼성 노사 조정 재개…성과급 상한 놓고 노사 입장 여전히 평행선
3946,005930,2026-05-09 09:32,서울경제,0.0,llm,0,1.0,서울대 융합 AI 증원 반려…경직된 제도에 AX 인재 양성 차질
3944,005930,2026-05-09 09:39,부산일보,0.21,llm,0,1.0,"뉴욕증시 S&P, 나스닥 또 사상 최고치…인텔 등 반도체주 상승"
3960,005930,2026-05-09 10:43,디지털데일리,0.21,llm,0,1.0,"인텔 파운드리, 애플·엔비디아·스페이스X ‘빅3’ 잡았다…‘미국 ....."
3959,005930,2026-05-09 10:47,이데일리,-0.21,llm,0,1.0,"소니·TSMC, 이미지센서 동맹…삼성 ‘애플 공략’ 견제"
3964,005930,2026-05-09 12:00,파이낸셜뉴스,0.0,llm,0,1.0,"""융자 끼고 23억 풀매수""…SK하이닉스 '올인'한 공무원의 빚투 인증..."
