id,symbol,published_at,publisher,sentiment_score,sentiment_method,is_critical,weight,title
7450,005930,2026-06-02 00:11,국민일보,0.3,llm,0,1.0,삼성전자 시총 첫 2000조 돌파
7451,000660,2026-06-02 00:35,조선일보,-0.21,llm,0,1.0,"SK텔레콤, 엔비디아 AI 도구 활용… 하이닉스 공장 디지털 트윈 구현"
7452,000660,2026-06-02 04:00,머니투데이,-0.7,llm,0,1.0,SK하이닉스 청주팹 화재·유독가스 누출
7455,005930,2026-06-02 05:02,이데일리,-0.3,llm,0,1.0,"글로벌최저한세 첫 신고…삼성, 세금 4350억 낼듯"
7454,005930,2026-06-02 05:05,서울신문,0.0,llm,0,1.0,뭉크 품은 ‘삼성 아트 스토어’
7453,000660,2026-06-02 05:30,머니투데이,0.0,llm,0,1.0,"SK가 'AI 전력 해결사'로 낙점한 정승일…""정책-현장 꿰뚫는 시야"""
7458,005930,2026-06-02 06:38,서울경제,0.0,llm,0,1.0,은행 금리는 7%인데 삼성 직원은 1.5%…주담대도 K자 양극화 우려
7457,005930,2026-06-02 06:45,파이낸셜뉴스,0.7,llm,0,1.0,"""삼성전자 지금도 세일가...61만원 간다""…'HBM 초호황' 목표가 ..."
7456,005930,2026-06-02 06:50,비즈워치,-0.3,llm,0,1.0,삼성전자 다음은 현대차…노사 협상 주목도 더 큰 이유
7460,005930,2026-06-02 07:47,SBS,-0.21,llm,0,1.0,"이번엔 하이닉스?…""삼성은 5억인데"" 커지는 목소리"
7459,005930,2026-06-02 07:48,이데일리,0.21,llm,0,1.0,"케이엠더블유, 삼성전자 美 수혜 확대 기대…목표가 7만원-하나"
7462,000660,2026-06-02 08:24,서울경제,0.21,llm,0,1.0,젠슨 황 효과에 코스피 9000선 정조준…삼전·LG전자·SKT 프리장 ...
7465,005930,2026-06-02 08:39,JTBC,0.0,llm,0,1.0,삼성호암상 시상식 개최…조수미 등 6명 수상
7463,005930,2026-06-02 08:48,뉴스1,0.3,llm,0,1.0,"삼성전자 '비스포크 AI 스팀' 로봇청소기, 월 판매 2만 대 돌파"
7464,005930,2026-06-02 08:51,파이낸셜뉴스,0.0,llm,0,1.0,"""300만원 간다더니 한달 수익률 82.32%""…삼성전기 담은 반도체 ..."
7461,000660,2026-06-02 08:55,한국경제,0.7,llm,0,1.0,"대만서 동맹 굳히는 SK·엔비디아…젠슨 황 ""HBM 긴밀 협력"""
7466,000660,2026-06-02 09:02,뉴시스,0.21,llm,0,1.0,[속보]삼성전자 3%·SK하이닉스 1% 상승 출발
7467,005930,2026-06-02 09:02,뉴시스,0.0,llm,0,1.0,[속보]삼성전자 3%·SK하이닉스 1% 상승 출발
7468,000660,2026-06-02 09:16,마이데일리,-0.21,llm,0,1.0,"최태원·젠슨황, 타이베이서 다시 만나…SK하이닉스 ‘1조달러’ 이정...."
7472,005930,2026-06-02 09:18,아시아경제,0.0,llm,0,1.0,"우리운용, 'WON 삼성전자현대차채권혼합50 ETF' 상장"
7469,000660,2026-06-02 09:24,연합뉴스,0.0,llm,0,1.0,"[특징주] SKT, '엔비디아 파트너' 부각에 장 초반 10%대 급등"
7470,005930,2026-06-02 09:26,디지털타임스,-0.21,llm,0,1.0,삼성전자 단일종목 레버리지 20%이상 급등
7473,005930,2026-06-02 09:28,뉴스1,0.21,llm,0,1.0,상승하는 삼성전자
7474,005930,2026-06-02 09:29,뉴스1,0.5,llm,0,1.0,"SK하닉·삼성전기 떨어져도…삼전, HBM4E 선점 효과에 '강세' [핫..."
7471,005930,2026-06-02 09:34,이데일리,-0.21,llm,0,1.0,"삼성증권, 신규 고객 대상 '업종 대표주로 여는 첫 투자' 이벤트"
7477,005930,2026-06-02 10:02,매일신문,0.0,llm,0,1.0,"""아직도 안 끝났네""…삼성바이오 주가 발목 잡은 노사갈등"
7475,005930,2026-06-02 10:03,서울경제,-0.3,llm,0,1.0,"‘삼전닉스’ 담겠다던 반도체ETF, 삼성전기가 비중 장악"
