id,symbol,published_at,publisher,sentiment_score,sentiment_method,is_critical,weight,title
7561,005930,2026-06-04 00:12,뉴시스,0.0,llm,0,1.0,"김영익 교수 “삼성전자 주가, 장기 상승 속 단기 조정 가능성”"
7559,005930,2026-06-04 00:31,동아일보,0.3,llm,0,1.0,삼성전자-하이닉스도 ‘미토스’ 접속 가능
7560,005930,2026-06-04 00:31,동아일보,0.0,llm,0,1.0,"삼성전자, 폐스티로폼 재활용… 가전 내장재로"
7558,000660,2026-06-04 00:36,조선일보,0.0,llm,0,1.0,"디지털 트윈·로봇 트레이닝… SKT, 본격적 플랫폼 사업화"
7562,000660,2026-06-04 05:35,디지털타임스,-0.07,llm,0,1.0,미 증시 내려도 반도체는 올랐다…삼전·SK하닉 향배는?
7564,005930,2026-06-04 06:00,머니투데이,0.14,llm,0,1.0,"수은, 삼성전자와 해외진출 중소 협력사 ESG 장벽 낮춘다"
7563,005930,2026-06-04 06:50,비즈워치,0.3,llm,0,1.0,"""목돈 부담 뚝""…불황 속 대세 굳힌 삼성·LG '가전 구독'"
7565,000660,2026-06-04 07:00,머니투데이,-0.21,llm,0,1.0,"""반도체 더 만들어달라""는 젠슨 황...SK실트론 매각 멈춘 SK그룹"
7566,005930,2026-06-04 07:39,이데일리,0.3,llm,0,1.0,"삼성물산, 지분가치 75조원 급등…목표주가 59만원으로 상향-SK"
7567,000660,2026-06-04 08:21,뉴시스,0.21,llm,0,1.0,"최태원 SK 회장, 젠슨 황 이어 TSMC 회장과 회동…글로벌 AI ..."
7570,005930,2026-06-04 08:28,이데일리,0.2,llm,0,1.0,"갤럭시 워치, 심장·생체징후까지 본다…삼성 헬스 개편"
7568,000660,2026-06-04 08:53,머니투데이,0.0,llm,0,1.0,"SKT, 앤트로픽 '프로젝트 글래스윙' 참여 확정…""보안 강화"""
7569,005930,2026-06-04 09:00,헤럴드경제,0.3,llm,0,1.0,"삼성 TV, 1분기 점유율 31.3% ‘선두 수성’…21년 연속 세계..."
7571,000660,2026-06-04 09:14,머니투데이,-0.21,llm,0,1.0,삼성전자·SK하이닉스 동반 하락…브로드컴 급락 등 투자심리 영향
7572,005930,2026-06-04 09:18,지디넷코리아,0.21,llm,0,1.0,"삼성전자, 글로벌 랜드마크서 AI 혁신 캠페인 공개"
7573,000660,2026-06-04 09:22,뉴스1,0.21,llm,0,1.0,"삼성證 ""삼성전자 목표가 50만원·SK하이닉스 350만원 상향"""
7574,005930,2026-06-04 09:22,뉴스1,-0.07,llm,0,1.0,"삼성證 ""삼성전자 목표가 50만원·SK하이닉스 350만원 상향"""
7575,005930,2026-06-04 09:27,뉴시스,0.0,llm,0,1.0,"삼성웰스토리, 미슐랭 셰프 '파브리' 추천 메뉴 구내식당서 제공한다"
7576,000660,2026-06-04 09:37,KBS,0.21,llm,0,1.0,앤트로픽 ‘미토스’ 접근 권한 확보…삼성·SK·KISA
7577,005930,2026-06-04 09:37,KBS,0.21,llm,0,1.0,앤트로픽 ‘미토스’ 접근 권한 확보…삼성·SK·KISA
7578,005930,2026-06-04 09:37,블로터,0.21,llm,0,1.0,"[월간 ETF] RISE 네트워크인프라, 삼성전기 타고 '고공행진'"
7579,000660,2026-06-04 09:54,비즈워치,-0.21,llm,0,1.0,"코스피 하락 출발, 삼전·SK스퀘어 뺀 시총 상위주 약세"
7580,005930,2026-06-04 09:57,뉴시스,0.0,llm,0,1.0,"삼성물산, 신고가 새로 썼다…51만9000원 터치[핫스탁]"
7581,005930,2026-06-04 10:08,연합뉴스TV,0.0,llm,0,1.0,"삼성운용 'KODEX200' 순자산 30조원 돌파…""국내 ETF 최초"""
7582,005930,2026-06-04 10:27,조선일보,-0.7,llm,0,1.0,"삼성전자 초기업노조, 40일새 1만명 감소, 과반 상실 위기...성과급..."
7583,005930,2026-06-04 10:41,매경이코노미,-0.21,llm,0,1.0,"금리인상이 호재?…13% 급등에 신고가 ‘삼성화재’[오늘, 이 종목]"
7584,005930,2026-06-04 10:59,매일경제,-0.3,llm,0,1.0,"6억원 vs 600만원…삼성전자 ‘성과급 전쟁’ 뒤 남은 박탈감, 해법..."
7585,005930,2026-06-04 11:11,이데일리,-0.3,llm,0,1.0,‘쟁의행위 금지’ 항고심 앞둔 삼성바이오…‘연속공정’ 특수성이...
7586,005930,2026-06-04 11:29,헤럴드경제,0.0,llm,0,1.0,삼성전자·하이닉스·SKT·KISA ‘글래스윙’ 참여
7587,005930,2026-06-04 11:31,문화일보,-0.21,llm,0,1.0,“AI의 미래는 글라스”… 메타 vs 구글·삼성 ‘한국 대전’ 초읽기
7588,000660,2026-06-04 11:37,SBS Biz,0.7,llm,0,1.0,1년새 3배 성장한 낸드 메모리…삼성·SK 1위·2위 수성
7590,005930,2026-06-04 11:37,SBS Biz,0.5,llm,0,1.0,1년새 3배 성장한 낸드 메모리…삼성·SK 1위·2위 수성
7589,005930,2026-06-04 11:39,서울경제,0.21,llm,0,1.0,"초고수들, 삼성전자·NAVER ‘젠슨 황 깐부주’ 담았다 [주식 초고수..."
7592,005930,2026-06-04 11:49,뉴스1,0.21,llm,0,1.0,"삼성 갤럭시워치9, 사용자 신체 변화 먼저 알아챈다"
7591,005930,2026-06-04 11:52,SBS Biz,-0.3,llm,0,1.0,"""노트북 한 대가 800만원""…삼성, '갤북6 울트라' 기습 출시"
7593,000660,2026-06-04 13:10,연합뉴스,-0.3,llm,0,1.0,"SK하이닉스, 전사 안전체계 점검…생산라인은 정상 가동"
7594,005930,2026-06-04 13:58,파이낸셜뉴스,-0.21,llm,0,1.0,외인 '매도 폭탄'에 힘 못 쓰는 코스피…삼성물산은 '신고가'[fn오후...
7595,005930,2026-06-04 14:02,세계일보,0.0,llm,0,1.0,삼성 성과급이 쏘아 올린 공?… 동탄 아파트값 0.60% 역대급 상승
7596,005930,2026-06-04 14:22,아시아경제,0.3,llm,0,1.0,"삼성전자, 뉴욕 타임스스퀘어서 '당신의 AI 일상 동반자' 알린다"
7597,005930,2026-06-04 14:34,전자신문,-0.1,llm,0,1.0,"월급쟁이부자들, 삼성전자 출신 김상효 CTO 영입"
7598,000660,2026-06-04 15:12,조선비즈,-0.21,llm,0,1.0,SK하이닉스 선물 40조 쌓였다… 단일종목 ETF 열풍에 커지는 변동성...
7599,005930,2026-06-04 15:17,이데일리,-0.21,llm,0,1.0,"TSMC 회장, 삼성 파운드리 추격 가능성에 “꿈 깨라” 일축"
7600,005930,2026-06-04 15:24,지디넷코리아,0.7,llm,0,1.0,삼성 LPDDR5X-PIM 사용한 AI칩 내년 나온다
7602,005930,2026-06-04 16:28,한국경제,0.21,llm,0,1.0,"아이엠티 ""HBM 세정장비 삼성전자에 공급 추진"""
7601,005930,2026-06-04 16:34,SBS,-0.3,llm,0,1.0,삼성전자 최대 노조서 1만 8천 명 이탈…과반노조 지위 상실
7604,005930,2026-06-04 17:22,더팩트,-0.3,llm,0,1.0,"국민연금 '삼성 합병 손배소' 2차 변론…""청구 원인 정리해야"" 지적"
7603,005930,2026-06-04 17:41,뉴스1,0.21,llm,0,1.0,삼성·닉스 쉬어가자 소외주 볕 들었다…非AI·코스닥주 반등
7609,005930,2026-06-04 18:17,조선비즈,0.0,llm,0,1.0,"“징징대지 말고 퇴사”… 삼성전자 메모리 신입, 파운드리 20년 차 ..."
7606,000660,2026-06-04 18:19,아이뉴스24,0.3,llm,0,1.0,삼성은 'HPB' SK는 'iHBM'…HBM5 발열 관리 기술 승부처
7608,005930,2026-06-04 18:30,파이낸셜뉴스,-0.3,llm,0,1.0,삼성전자 최대노조 무너졌다…한 달 반 만에 1만8000명 이탈
7605,000660,2026-06-04 18:31,이데일리,0.7,llm,0,1.0,엔비디아·SK하닉·TSMC 원스톱 연결…고객 맞춤형 HBM 공동대응
7607,005930,2026-06-04 18:44,중앙일보,-0.3,llm,0,1.0,삼성전자 최대노조서 1만8000명 이탈했다…과반 지위 잃어
