id,symbol,published_at,publisher,sentiment_score,sentiment_method,is_critical,weight,title
8580,005930,2026-06-23 00:02,중앙일보,0.3,llm,0,1.0,"삼성전자, 인도에 냉난방공조 설비 공급"
8579,000660,2026-06-23 00:31,동아일보,0.0,llm,0,1.0,이찬진 “삼전-SK 레버리지 ETF 과열… 도입 후회”
8578,000660,2026-06-23 00:54,조선일보,0.0,llm,0,1.0,일자리 창출엔 반도체보다 택배? SK 제치고 쿠팡이 ‘고용 빅4’로
8583,000660,2026-06-23 03:20,세계일보,0.3,llm,0,1.0,"SK하이닉스, 삼전 제치고 ‘시총 1위’"
8582,000660,2026-06-23 04:30,파이낸셜뉴스,0.7,llm,0,1.0,"""목표가 430만원 간다""…SK하이닉스, 역대 최고치 전망 나온 이유"
8585,000660,2026-06-23 05:01,서울신문,0.0,llm,0,1.0,코스피 넘버1 SK하이닉스
8584,000660,2026-06-23 05:30,머니투데이,0.0,llm,0,1.0,"""SK하닉 200만원? 너무 올랐어"" 안 샀다 후회...돈 못 번 이유..."
8587,402340,2026-06-23 06:02,조선비즈,-0.6,llm,0,1.0,[비즈톡톡] “기업가치 1조라더니 626억 헐값 매각”… SK스퀘어가 ...
8586,402340,2026-06-23 06:14,아시아경제,0.5,llm,0,1.0,"""뛰는 SK하이닉스 위에 나는 SK스퀘어…목표가↑""[클릭 e종목]"
8589,000660,2026-06-23 07:00,뉴시스,0.0,llm,0,1.0,"시총 왕좌 등극한 SK하닉…증시 주도주, 전력·통신·전자 거쳐 AI ..."
8592,402340,2026-06-23 07:39,한경비즈니스,0.3,llm,0,1.0,"[2026 100대 CEO] 김정규 SK스퀘어 사장, ‘AI·반도체’로..."
8591,402340,2026-06-23 07:51,한경비즈니스,0.0,llm,0,1.0,"[2026 100대 CEO]SK텔레콤 정재헌 대표, 고객 신뢰·AX 양..."
8588,000660,2026-06-23 07:53,SBS Biz,0.21,llm,0,1.0,"[애프터마켓 리뷰] SK스퀘어, 애프터마켓서 주당 200만원 넘어"
8590,402340,2026-06-23 07:53,SBS Biz,0.21,llm,0,1.0,"[애프터마켓 리뷰] SK스퀘어, 애프터마켓서 주당 200만원 넘어"
8596,000660,2026-06-23 08:11,디지털타임스,-0.3,llm,0,1.0,"HBM4는 삼전이 SK하닉보다 빨랐다…4개월 만에 10억달러, 연말 ..."
8594,402340,2026-06-23 08:22,뉴스1,0.21,llm,0,1.0,"SK하이닉스, 美 반도체주 훈풍에 프리마켓서 300만원 돌파"
8597,000660,2026-06-23 08:37,MBN,0.21,llm,0,1.0,"'계속 오른다'…SK하이닉스, 300만원 돌파"
8593,402340,2026-06-23 08:42,SBS Biz,-0.21,llm,0,1.0,"[어제장 오늘장] SK하이닉스 시총 역전, 단순 쏠림·과열 아니다?"
8595,000660,2026-06-23 09:00,뉴스1,0.0,llm,0,1.0,"에듀윌, 'SK그룹 단기패스' 출시…SKCT 전 영역 한 번에 정리"
8598,402340,2026-06-23 09:04,뉴스1,0.21,llm,0,1.0,"[속보] SK스퀘어, 장중 210만원 돌파 '사상 최고가'"
8599,000660,2026-06-23 09:14,조선비즈,0.0,llm,0,1.0,[특징주] “SK스퀘어처럼 삼성계열사 지분가치 수혜”…삼성물산 ‘1.....
8600,402340,2026-06-23 09:14,조선비즈,0.3,llm,0,1.0,[특징주] “SK스퀘어처럼 삼성계열사 지분가치 수혜”…삼성물산 ‘1.....
8602,000660,2026-06-23 09:20,디지털타임스,0.21,llm,0,1.0,"코스피, 0.34% 하락 출발…SK스퀘어·삼성생명 8%↑"
8604,402340,2026-06-23 09:20,디지털타임스,0.21,llm,0,1.0,"코스피, 0.34% 하락 출발…SK스퀘어·삼성생명 8%↑"
8601,000660,2026-06-23 09:24,이데일리,0.21,llm,0,1.0,"""하이닉스 숨 고를 때도 질주"" SK스퀘어, 9일째 '강세'[특징주]"
