id,symbol,published_at,publisher,sentiment_score,sentiment_method,is_critical,weight,title
8017,005930,2026-06-12 00:31,동아일보,0.3,llm,0,1.0,"삼성전자, 외부 생성형 AI 전면 도입 “일하는 방식 혁신”"
8018,005930,2026-06-12 00:31,동아일보,0.21,llm,0,1.0,"이번엔 샘 올트먼, 삼성전자-네이버-카카오 찾는다"
8016,005930,2026-06-12 00:32,동아일보,0.3,llm,0,1.0,"삼성전자, 가격 낮춘 ‘비스포크 AI 스팀’ 일반형 출시"
8015,005930,2026-06-12 00:52,국민일보,0.21,llm,0,1.0,젠슨 황 이어 샘 올트먼 방한… 삼성전자서 ‘AI 전환’ 강연
8019,005930,2026-06-12 01:47,연합뉴스,0.7,llm,0,1.0,"""삼성, 구글 차세대 AI칩 일부 생산 맡는다…2나노 수주 유력"""
8020,000660,2026-06-12 04:34,동아일보,0.0,llm,0,1.0,"레미콘 파업에, 삼성 평택-SK 용인공장 타설 중단"
8022,000660,2026-06-12 06:05,연합뉴스,0.21,llm,0,1.0,"삼성 이어 SK하이닉스도 챗GPT 도입 검토…""AI가 새로운 경쟁력"""
8023,005930,2026-06-12 06:05,연합뉴스,0.21,llm,0,1.0,"삼성 이어 SK하이닉스도 챗GPT 도입 검토…""AI가 새로운 경쟁력"""
8021,000660,2026-06-12 06:55,SBS,0.0,llm,0,1.0,"삼성전자, 올해 국내 브랜드 가치 1위…SK하이닉스 톱10 진입"
8027,005930,2026-06-12 08:31,지디넷코리아,0.5,llm,0,1.0,"삼성전자, '엑시노스 2600' AI 성능 자신감...""전작 대비 두 ..."
8025,005930,2026-06-12 08:52,이데일리,0.0,llm,0,1.0,"'24만개 레시피로 요리 제안'…삼성, 차세대 AI 주방 선보여"
8026,005930,2026-06-12 08:52,부산일보,-0.7,llm,0,1.0,"검찰, 삼성전자 본사 압색…“레인보우로보틱스 미공개정보 이용 의혹..."
8024,005930,2026-06-12 08:58,헤럴드경제,0.21,llm,0,1.0,"삼성전자, 내주 글로벌전략회의…고환율 등 하반기 사업전략 점검"
8028,000660,2026-06-12 09:01,뉴시스,0.21,llm,0,1.0,[속보]삼전 9%·SK하닉 8% 급등 출발
8029,005930,2026-06-12 09:02,조선비즈,-0.1,llm,0,1.0,"한화證 “삼성물산, 삼성전자 지분가치 연동과 실적 개선 전망… 목표....."
8030,005930,2026-06-12 09:06,뉴스1,0.0,llm,0,1.0,"삼성전자 감사 페스티벌, 네이버에서…환급·적립 혜택도"
8031,000660,2026-06-12 09:14,머니투데이,-0.21,llm,0,1.0,"삼성전자·SK하이닉스, 개장과 동시에 급등…미-이란 종전 기대"
8032,005930,2026-06-12 09:14,머니투데이,0.35,llm,0,1.0,"삼성전자·SK하이닉스, 개장과 동시에 급등…미-이란 종전 기대"
8033,005930,2026-06-12 09:36,헤럴드경제,-0.3,llm,0,1.0,삼성·SK 반도체 공장 건설도 멈췄다… 레미콘 파업 장기화 우려 고조....
8034,005930,2026-06-12 09:48,파이낸셜뉴스,0.0,llm,0,1.0,"""삼성전기만큼 뛴다?""...42만→65만원 목표가 50% 급등한 '건설..."
